id,updated_at,gauge_id,name,display_name,sort_name,nature,description,difficulties,basin,basin_area,elevation,elevation_lost,length,gradient,features,latitude,longitude,latitude_start,longitude_start,latitude_end,longitude_end,map_name,no_show,notes,optimal_flow,region,remoteness,scenery,season,watershed_type,aw_id,river,max_gradient,huc,map_only
5189,,1566,aw_298,"Smith, North Fork",Smith am ,,Major Moore's Bridge to Gasquet,III-IV,,,,,15.0,40.0,,41.9123275,-123.97797700000001,41.98177,-123.959908,41.842885,-123.996046,,0,,,,,,,,298,"Smith, North Fork",,,0
5193,,1566,aw_11621,"Smith, Middle Fork",Smith am ,,Hwy 199 Pull-out Put-in to Patricks Creek,IV-V,,,,,1.1,91.0,,41.8718115,-123.8371825,41.869324,-123.830939,41.874299,-123.843426,,0,,,,,,,,11621,"Smith, Middle Fork",138.0,,0
5194,,1566,aw_299,"Smith, South Fork",Smith am ,,Stevens Bridge to Craigs Beach River Access,II-IV+,,,,,12.0,31.0,,41.743321,-123.9779555,41.693041,-123.93018,41.793601,-124.025731,,0,,,,,,,,299,"Smith, South Fork",41.0,,0
5196,,1566,aw_11581,"Smith, South Fork",Smith am ,,Buck Creek to Stevens Bridge,IV(V),,,,,7.8,63.0,,41.6721045,-123.887824,41.650932,-123.845641,41.693277,-123.930007,,0,,,,,,,,11581,"Smith, South Fork",,,0
5298,,1345,aw_612,Salmon,Salmon as ,,6 - Corn Creek to Carey Creek,III-IV,,,,980.0,80.2,12.2,,45.411715,-115.316756,45.369676,-114.687928,45.453754,-115.945584,,0,,,,,,,,612,Salmon,,,0
5300,,220,aw_561,Jarbidge,Jarbidge z ,,Jarbidge Forks to Bruneau River (Indian Hot Springs),II-V,,,,1274.0,29.6,43.1,,42.194,-115.519,42.05,-115.391,42.338,-115.647,,0,,,,,,,,561,Jarbidge,0.0,,0
5302,,1348,aw_618,"Salmon, Middle Fork",Salmon bc ,,2 - Boundary Creek (Dagger Falls) to Salmon River (Cache Bar),III-IV,,,,2631.0,95.4,27.6,,44.914782,-114.943771,44.532129,-115.294277,45.297435,-114.593265,,0,,,,,,,,618,"Salmon, Middle Fork",40.0,,0
5305,,1154,aw_588,"Payette, Middle Fork",Payette bc 01,,Boiling Springs CG to upstream of Trail Creek ,IV,,,,364.0,7.4,49.0,,44.318257,-115.86771949999999,44.358175,-115.860723,44.278339,-115.874716,,0,,,,,,,,588,"Payette, Middle Fork",,,0
5306,,850,aw_570,Lochsa,Lochsa ab ,,3 - Wilderness Gateway or Fish Creek to Split Creek,III-IV,,,,353.0,11.7,30.1,,46.287438,-115.36187000000001,46.34463,-115.306835,46.230246,-115.416905,,0,,,,,,,,570,Lochsa,,,0
5307,,850,aw_569,Lochsa,Lochsa ab ,,2 - Indian Grave Creek to Wilderness Gateway Bridge,IV,,,,639.0,16.2,39.4,,46.395044999999996,-115.198605,46.445482,-115.090375,46.344608,-115.306835,,0,,,,,,,,569,Lochsa,,,0
5308,,1345,aw_614,Salmon,Salmon as ,,9 - Hammer Creek to Snake River confluence,II-IV,,,,526.0,54.6,9.6,,45.797136,-116.555444,45.738005,-116.316842,45.856267,-116.794046,,0,,,,,,,,614,Salmon,,,0
5309,,1347,aw_621,"Salmon, S. Fork",Salmon cb ,,3 - Secesh Confluence with South Fork to Salmon River,IV-V,,,,1455.0,36.0,40.4,,45.201846,-115.6094335,45.025737,-115.705508,45.377955,-115.513359,,0,,,,,,,,621,"Salmon, S. Fork",,,0
5312,,2091,aw_580,EF Owyhee,Owyhee 05 EF Owyhee Crutchers,,Crutcher's Crossing to Three Forks,II-III+(V),Owyhee,,,309.0,37.9,8.2,,42.40245,-117.02,42.25923371602053,-116.87242472016058,42.54441560255707,-117.16906602570032,,0,,,,,,,,580,Owyhee,,,0
5313,,1155,aw_4156,Payette,Payette ah 02,,Beehive Bend to Jet Boat Ramp,II+(III),,,,55.0,5.5,10.1,,43.9720005,-116.18700000000001,44.006001,-116.18,43.938,-116.194,,0,,,,,,,,4156,Payette,,,0
5314,,1351,aw_609,Salmon,Salmon as ,,3 - Rough Creek Bridge to Torrey's Hole River Access,III,,,,325.0,12.2,26.8,,44.259288999999995,-114.692422,44.263169,-114.791492,44.255409,-114.593352,,0,,,,,,,,609,Salmon,,,0
5315,,2093,aw_649,"Salmon, Yankee Fork",Salmon 0 Yankee Fork,,"Upper road end 11.2 mi to Jordan Creek, 15.6 mi to Salmon R.",III-IV,,,,1580.0,22.7,69.5,,44.3805545,-114.6434285,44.491704,-114.552401,44.269405,-114.734456,,0,,,,,,,,649,"Salmon, Yankee Fork",,,0
5316,,1349,aw_565,Little Salmon,Salmon as 01,,Smoky Boulder Road to Hazard Creek,III-V,,,,617.0,5.2,119.6,,45.153591,-116.2985925,45.123663,-116.29597,45.183519,-116.301215,,0,,,,,,,,565,Little Salmon,,,0
5317,,1345,aw_613,Salmon,Salmon as ,,8 - Riggins to White Bird,III,,,,282.0,30.4,9.3,,45.5817465,-116.3138945,45.42551,-116.310973,45.737983,-116.316816,,0,,,,,,,,613,Salmon,,,0
5319,,1509,aw_544,"Clearwater, S. Fork",Clearwater ai ,,Hanging Rock to Cougar Creek Trailhead,IV-V,,,,673.0,7.2,93.9,,45.8103,-115.8,45.7974,-115.74,45.8232,-115.86,,0,,,,,,,,544,"Clearwater, S. Fork",,,0
5323,,1155,aw_587,Payette,Payette ah 03,,Main Payette - Gutter and Bladder Wave,II+,,,,,0.064,,,43.9084,-116.1905635,43.908747,-116.190139,43.908053,-116.190988,,0,,,,,,,,587,Payette,,,0
5325,,1591,aw_633,Snake,Snake 01,Pool Drop,Hells Canyon Dam to Pittsburg Landing,III-IV,Columbia,,,341.4,32.2,10.6,NRA.4-5day,45.4429455,-116.585921,45.25394815150814,-116.69631839824432,45.63243019207192,-116.47599835886327,,0,,10000.0,Central Oregon,Very Remote,desert/canyon,Jan-Dec,,633,Snake,,,0
5326,,1498,aw_623,Selway,Selway ab ,,1 - Paradise to Selway Falls,IV,,,,1309.0,47.7,27.4,,45.952999,-115.019001,45.861,-114.744003,46.044998,-115.293999,,0,,,,,,,,623,Selway,,,0
5327,,1591,aw_634,Snake,Snake 02,,Pittsburg Landing to Heller Bar,II,,,,315.2,47.28,6.7,,45.8592,-116.7295,45.63243019207192,-116.47599835886327,46.086035247335005,-116.98318171102443,,0,,,,,,,,634,Snake,,,0
5329,,1347,aw_622,Secesh,Secesh sv ,,"Loon Creek to Lick Creek, 4.6 mi to S. Fork Salmon R.",IV-V,,,,1876.0,16.0,117.6,,45.100415999999996,-115.763191,45.172222,-115.814163,45.02861,-115.712219,,0,,,,,,,,622,Secesh,,,0
5331,,220,aw_535,"Bruneau, W. Fork",Bruneau 0 W. Fork,,"Below Rowland, NV to Indian Hot Springs",IV-V,,,,1184.0,33.4,35.4,,42.139641,-115.66915850000001,41.949974,-115.685845,42.329308,-115.652472,,0,,,,,,,,535,"Bruneau, W. Fork",,,0
5334,,1065,aw_543,"Clearwater, N. Fork",Clearwater ai ,,Kelly Creek to Aquarius Campground,III+(V),,,,1074.0,45.3,23.7,,46.782774,-115.4435965,46.716569,-115.257306,46.848979,-115.629887,,0,,,,,,,,543,"Clearwater, N. Fork",,,0
5336,,1349,aw_566,Little Salmon,Salmon as 02,,Hazard Creek to Salmon River at Riggins,III-IV(V),,,,1446.0,19.5,74.0,,45.300615,-116.3079585,45.183606,-116.3012,45.417624,-116.314717,,0,,,,,,,,566,Little Salmon,,,0
5337,,2092,aw_592,"Payette, N. Fork",Payette ah 05,,Smiths Ferry to Banks,V,,,,1717.0,16.0,107.2,,44.1751,-116.0929985,44.2658,-116.07,44.0844,-116.115997,,0,,,,,,,,592,"Payette, N. Fork",200.0,,0
5338,,850,aw_571,Lochsa,Lochsa ab ,,4 - Split Creek Pack Bridge to Lowell (Selway),II-III+,,,,280.0,15.1,18.5,,46.1855275,-115.508169,46.230275,-115.416834,46.14078,-115.599504,,0,,,,,,,,571,Lochsa,,,0
5342,,1341,aw_611,Salmon,Salmon as ,,5 - North Fork to Corn Creek,III,,,,690.0,46.3,14.9,,45.387107,-114.3412405,45.404649,-113.994708,45.369565,-114.687773,,0,,,,,,,,611,Salmon,,,0
5343,,850,aw_568,Lochsa,Lochsa ab ,,1 - Powell to White Pine (Indian Grave Creek),II-III,,,,733.0,26.1,28.1,,46.476875500000006,-114.886044,46.508287,-114.681742,46.445464,-115.090346,,0,,,,,,,,568,Lochsa,,,0
5349,,740,aw_615,"Salmon, E. Fork of S. Fork",Salmon 0 E. Fork of S. Fork,,2 - Johnson Creek to S.F.Salmon River,III-V,,,,1023.0,14.5,70.4,,44.988554500000006,-115.607382,44.962273,-115.50087,45.014836,-115.713894,,0,,,,,,,,615,"Salmon, E. Fork of S. Fork",,,0
5350,,1347,aw_620,"Salmon, S. Fork",Salmon cb ,,2 - Poverty Flats Campground to East Fork of South Fork,II-III+(V),,,,598.0,19.4,30.8,,44.921152,-115.710206,44.817363,-115.713468,45.024941,-115.706944,,0,,,,,,,,620,"Salmon, S. Fork",,,0
5355,,1347,aw_619,"Salmon, S. Fork",Salmon cb ,,1 - Goat Creek to footbridge at Poverty Flats Campground,IV-V,,,,502.0,6.6,75.7,,44.789862,-115.6938065,44.758754,-115.684392,44.82097,-115.703221,,0,,,,,,,,619,"Salmon, S. Fork",,,0
5360,,2088,aw_625,Sheep Creek (Bruneau trib),Sheep 0 Sheep Creek (Bruneau trib),,Simplot Ranch Bridge to Bruneau River,II-V+,,,,1392.0,30.9,45.1,,42.3705,-115.67750000000001,42.242,-115.759,42.499,-115.596,,0,,,,,,,,625,Sheep Creek (Bruneau trib),0.0,,0
5412,,2054,aw_11190,"Humboldt River, North Fork",Humboldt River 0 North Fork,,Devil's Gap,III-IV,,,,134.0,4.1,33.1,,41.307362,-115.75135449999999,41.305297,-115.775526,41.309427,-115.727183,,0,,,,,,,,11190,"Humboldt River, North Fork",,,0
5415,,2089,aw_4140,"Jarbidge, East Fork",Jarbidge 0 East Fork,,"Upper East Fork to Murphy Hot Springs, Idaho",IV-V,,,,741.0,8.1,91.9,,41.9790265,-115.346389,41.932786,-115.330809,42.025267,-115.361969,,0,,,,,,,,4140,"Jarbidge, East Fork",,,0
5416,,2089,aw_4142,"Jarbidge, West Fork",Jarbidge 0 West Fork,,Jarbidge NV to Idaho/ EF confluence,III-IV,,,,1207.0,13.2,91.4,,41.96255,-115.41,41.8754,-115.43,42.0497,-115.39,,0,,,,,,,,4142,"Jarbidge, West Fork",,,0
5418,,2088,aw_4139,"Bruneau, West Fork",Bruneau 0 West Fork,,Rowland NV to Blackrock Crossing ID,IV-V,,,,591.0,18.7,31.6,,42.04195022583,-115.67450332641499,41.936698913574,-115.67780303955,42.147201538086,-115.67120361328,,0,,,,,,,,4139,"Bruneau, West Fork",,,0
5448,,1947,aw_1569,Wilson,Wilson ag 05,,Jones Creek to MP15,III,Wilson,,,256.70001220703125,8.2,31.399999618530273,,45.548500000000004,-123.5859985,45.587044,-123.559418,45.510067,-123.614805,,0,,,,,,,,1569,Wilson,,1710,0
5449,,1284,aw_5019,NF Rogue,Rogue ag 02,,Takelma,IV+,,,2963.3,150.6,3.9,38.4,,42.841749,-122.5,42.86292484715722,-122.50637649411065,42.82086060990345,-122.49413860935208,,0,,,,,,,,5019,"Rogue, North Fork",,,0
5450,,2095,aw_1545,Sandy,Sandy b 03,,Marmot Dam site to Revenue Bridge,III-IV,,,,267.6,6.1,43.9,,45.403551,-122.18400199999999,45.39955953769845,-122.13348580068273,45.407597949149974,-122.23493126563372,,0,,,,,,,,1545,Sandy,,,0
5451,,1287,aw_1541,Rogue,Rogue ag 11,Pool Drop,Grave Creek,II-III(IV),Rogue,3939.0,613.1,461.2,34.5,13.4,mystical,42.6415005,-123.81750149999999,42.650287002840905,-123.58584611729418,42.63294371817752,-124.04853193442067,Rogue,0,,1500.0,Southern Oregon,Somewhat Remote,wilderness,Jan-Dec,Wild and Scenic,1541,Rogue,0.0,,0
5452,,734,aw_3034,John Day,John Day df 03,Continous,Clarno to Cottonwood,II-III,Columbia,,,750.0,68.8,10.9,basalt.beautiful,45.19655,-120.4695,44.9161,-120.47,45.477,-120.469,,0,,2000.0,Central Oregon,Somewhat Remote,desert canyon/ranches,Mar-Jun,Wild and Scenic,3034,John Day,0.0,,0
5453,,738,aw_1518,John Day,John Day df 02,Pool Drop,Service Creek to Clarno,II,Columbia,,1632.0,352.0,47.7,7.4,basalt.beautiful,44.854101,-120.2350005,44.792301,-120.000999,44.915901,-120.469002,JohnDay,0,,2000.0,Central Oregon,Somewhat Remote,desert canyon/ranches,Mar-Jun,Wild and Scenic,1518,John Day,0.0,,0
5454,,468,Deschutes 14,Deschutes,Deschutes 14 Sherar's Falls to Columbia,Pool Drop,Sherar's Falls to Columbia,III,Deschutes,10500.0,167.54,513.0,42.9,12.0,popular,45.449921,-120.965889,45.2673644491537,-121.01912210855005,45.632291633028814,-120.91299385589598,,0,,5000.0,Central Oregon,Somewhat Remote,desert canyon/RR,Jan-Dec,,3084,Deschutes,0.0,,0
5455,,2095,aw_1544,Sandy,Sandy b 02,Continous,Lolo Pass Road (Zigzag) to Marmot Dam site,II-III,,,,744.2,13.74,54.2,,45.378200535,-122.03400039499999,45.35639337436242,-121.93819105003458,45.39990027163961,-122.1323258681407,,0,,900.0,Lower Willamette,Somewhat Remote,forest/houses/canyon,Nov-Apr,,1544,Sandy,0.0,,0
5456,,216,aw_1487,Breitenbush,Breitenbush ab ,,Cleator Bend Campground to Detroit Reservoir,IV,,,,564.0,8.7,65.0,,44.762733,-122.070594,44.777386,-121.997923,44.74808,-122.143265,,0,,,,,,Nov-Apr,,1487,Breitenbush,,,0
5457,,,aw_3773,Zigzag,Sandy b 01z Zigzag,,Hwy26 to Lolo Pass,III-IV,,,,526.5,4.22,124.8,,45.3290005,-121.91550050000001,45.31107170673097,-121.88926285954086,45.34734588348935,-121.94251062277222,,0,,,,,,,,3773,Zigzag,,,0
5458,,319,aw_1493,Clackamas,Clackamas 05 Collawash to Three Lynx,,Collawash River to Three Lynx Power Station,III-IV,Willamette,,,328.0,8.6,38.2,,45.07386681,-122.06696295500001,45.0318751534978,-122.0609168079706,45.11619817430948,-122.07547454673097,,0,,,,,,,,1493,Clackamas,0.0,,0
5459,,1050,aw_10812,Little Nestucca,Little 0 Little Nestucca,,HWY 30 Bridge near Muscott Creek to Fall Creek,IV+,,,,293.0,5.3,55.3,,45.131851195,-123.883499145,45.11090088,-123.85299683,45.15280151,-123.91400146,,0,,,,,,,,10812,Little Nestucca,0.0,,0
5460,,766,aw_2146,Klickitat,Klickitat ag ,,4 - Fishing Access on Highway 142 to Columbia River (Lyle Gorge),V+,,,,53.0,1.1,46.4,,45.711208345,-121.26856995,45.71621323,-121.2596283,45.70620346,-121.2775116,,0,,,,,,,,2146,Klickitat,0.0,,0
5461,,1485,aw_1549,Middle Santiam,Santiam cd 02,Pool Drop,Green Peter Dam to Foster Reservoir (The Concussion Run),III-IV,Willamette,,,66.6,1.93,34.5,dam release,44.4431865,-122.56926200000001,44.44841536855794,-122.55004584966262,44.43777567953489,-122.58341414591862,,0,,2000.0,Middle Willamette,Not Very Remote,canyon,Jan-Dec,,1549,Middle Santiam,0.0,,0
5462,,926,aw_10395,EF SF McKenzie,McKenzie 0 East Fork of the South Fork,Pool Drop,Above Cougar to Cougar,IV(V),Willamette,92.4,2918.7,1286.9,4.8,266.0,68falls. gorgeous,44.1087,-122.167,44.0991,-122.125,44.1183,-122.209,,0,,250.0,Upper Willamette,Not Very Remote,forest/waterfall,Nov-Apr,Wild and Scenic,10395,"McKenzie, East Fork of the South Fork",0.0,,0
5463,,319,aw_10393,Elk Lake Creek,Elk 0 Elk Lake Creek,,Elk Lake to NF road 6380,V,Clackamas,,,1435.0,9.4,152.1,,44.86095,-122.06,44.824314714342826,-122.11345438605181,44.89764199575052,-122.00641842769114,,0,,,,,,,,10393,Elk Lake Creek,,,0
5464,,2112,aw_1501,Crabtree,Crabtree Creek ag 02,,Snow Peak Camp to Larwood Bridge,III-IV,Santiam,,,759.2000122070312,9.9,76.69999694824219,,44.609174585000005,-122.67087445,44.587993,-122.601114,44.630263,-122.740698,,0,,,,,,,,1501,Crabtree,,,0
5465,,2098,aw_3205,Oak Grove Fork Clackamas,Clackamas 01 Oak Grove Fork,,Lower Five Miles to Clackamas River,III-V(V+),Willamette,,,653.0,5.3,123.6,,45.075138095,-122.010549545,45.07527037160842,-121.97035309153958,45.0744690631474,-122.05341873590724,,0,,,,,,,,3205,Clackamas,160.0,,0
5466,,319,aw_1492,Clackamas,Clackamas 04 June Creek to Collawash,,June Creek Br. to Collawash River,III-IV,Willamette,,,594.0,8.1,73.6,,45.024456475,-121.99076666,45.01675006,-121.92063529,45.0318751534978,-122.0609168079706,,0,,,,,,,,1492,Clackamas,,,0
5467,,1477,aw_3193,Canyon Creek,Canyon ad ,Pool Drop,7 Mile Bridge to South Santiam River,V,Santiam,,,784.5999755859375,7.6,102.9000015258789,,44.365249500000004,-122.404999,44.333936,-122.361995,44.397594,-122.448572,,0,,500.0,Middle Willamette,Somewhat Remote,clearcut/gorge,Oct-Apr,,3193,Canyon Creek,302.0,,0
5468,,1126,aw_3764,Owyhee,Owyhee 07 Three Forks to Rome,,Three Forks to Rome,III-IV(V),Owyhee,,,591.0,37.8,15.7,,42.691,-117.3955005,42.54441560255707,-117.16906602570032,42.83650975345337,-117.62183908094813,,0,,,,,,,,3764,Owyhee,,,0
5469,,319,aw_1494,Clackamas,Clackamas 06 Three Lynx to NF Reservoir,,Three Lynx Power Station to North Fork Reservoir,III-IV,Willamette,,,462.0,14.0,33.1,,45.15779,-122.15059049999999,45.11619817430948,-122.07547454673097,45.199200661144125,-122.22543415387,,0,,,,,,,,1494,Clackamas,,,0
5470,,1279,aw_5070,Rogue,Rogue ag 10,,Grants Pass,II,,,890.5,277.4,34.7,8.0,,42.539949500000006,-123.4529995,42.42946632537638,-123.31989673817264,42.650287002840905,-123.58584611729418,,0,,,,,,,,5070,Rogue,,,0
5471,,304,aw_10279,Chetco,Chetco ag 01,,Carter Creek to Steel Bridge,II-IV+(V),Chetco,,,1050.800048828125,20.2,52.099998474121094,,42.248247500000005,-123.985802,42.22623,-123.884816,42.270135,-124.086582,,0,,,,,,,,10279,Chetco,100.0,1710,1
5472,,923,aw_1526,McKenzie,McKenzie dc aa aa 1,Continous,Finn Rock to Leaburg Dam,II(III),Willamette,,972.8,226.8,15.0,15.1,popular. Martens Rapid,44.1335,-122.49449999999999,44.129,-122.38,44.138,-122.609,,0,,1000.0,Upper Willamette,Not Remote,forest/rural,Jan-Dec,,1526,McKenzie,,,0
5473,,1488,aw_10427,North Santiam,Santiam bz 03,,Mill City to Mehama,II,,,,188.3,8.61,21.9,,44.7721,-122.548,44.755656635303524,-122.47788198589394,44.78842135152574,-122.61758675415224,,0,,,,,,,,10427,North Santiam,,,0
5474,,,aw_11663,SF Coquille,Coquille cd 01,,FS 3359 to Upper Falls,III-IV+(V),,,,253.0,2.44,103.7,,42.7350975,-124.00536600000001,42.74654788891185,-123.9997405774378,42.72381401043999,-124.01117784248669,,0,,,,,,,,11663,SF Coquille,,,0
5475,,1917,aw_11033,Big,Big ac ,,Cougar Bend Rd to London Rd,I-III,,,,181.0,4.2,43.0,,43.5904825,-123.03523949999999,43.585035,-123.002034,43.59593,-123.068445,,0,,,,,,,,11033,Big,,,0
5477,,582,aw_3212,Roaring,Roaring r ,,road 4611 to bridge at Roaring River Campground,IV,Willamette,,,601.0,3.1,193.8,,45.1687485,-122.09099950000001,45.178699,-122.065002,45.158798,-122.116997,,0,,,,,,,,3212,Roaring,215.0,,0
5478,,1545,aw_10400,Lake Creek,Lake Creek 00 Triangle to Fish Creek,,Below Triangle Lake to Fish Creek Road,V,Siuslaw,,,277.0,1.6,172.7,,44.154999000000004,-123.5765,44.161999,-123.57,44.147999,-123.583,,0,,,,,,,,10400,Lake Creek,,,0
5479,,417,aw_11004,WF Cow Creek,Cow ag 01,,WF Rd to Bobby Creek Rd,I-IV,Umpqua,,1323.7,215.8,4.7,45.9,,42.8190005,-123.69050250000001,42.8296060985975,-123.71864795160182,42.80789713936274,-123.66177501542883,,0,,,,,,,,11004,Cow Creek,,,0
5480,,1434,aw_1546,Sandy,Sandy b 04,,Revenue Bridge to Dodge Park,II(III),,,,175.5,5.21,33.7,,45.426469499999996,-122.24401,45.407597949149974,-122.23493126563372,45.445204149209985,-122.25292234433759,,0,,,,,,,,1546,Sandy,,,0
5481,,1545,aw_1524,Lake Creek,Lake Creek 02 Deadwood to Siuslaw,,Deadwood Creek to Siuslaw River,II-IV,Siuslaw,,,132.0,5.2,25.2,,44.0747345,-123.7768155,44.09445076162336,-123.7556340189961,44.055161,-123.797482,,0,,,,,,,,1524,Lake Creek,,,0
5482,,714,aw_4312,Illinois,Illinois ab ,,Highway 199 to Miami Bar,II-III,Rogue,,,423.0,16.4,25.8,,42.3167,-123.7025,42.2718,-123.619,42.3616,-123.786,,0,,,,,,,,4312,Illinois,,,0
5484,,2102,aw_1533,Molalla,Molalla 3,Pool Drop,Table Rock to Turner Bridge,III-IV,,,1214.8,677.7,13.3,50.8,scenic. playful,45.019332500000004,-122.44779199999999,44.961146,-122.410258,45.077519,-122.485326,Molalla,0,,2400.0,Lower Willamette,Not Very Remote,forest/canyon,Nov-Apr,,1533,Molalla,,,0
5485,,2103,aw_1517,Illinois,Illinois ab ,Pool Drop,Miami Bar to Oak Flat,IV(V),Rogue,380.0,1198.8,737.0,30.6,24.1,,42.438900000000004,-123.913002,42.361599,-123.786003,42.516201,-124.040001,Illinois,0,,1200.0,Southern Oregon,Very Remote,forest,Nov-May,Wild and Scenic,1517,Illinois,,,0
5486,,1786,aw_10794,North Umpqua,Umpqua a N 03,,Baker Wayside to Idlelyd Park,III-IV+,,,809.0,100.9,4.97,20.3,,43.316101,-123.0161075,43.31632311960162,-122.97364712833449,43.32207170709089,-123.04837984197093,,0,,,,,,,,10794,North Umpqua,,,0
5487,,714,aw_10825,Briggs Creek,Briggs Creek z ,,Lower,V,,,,576.0,3.6,158.9,,42.3774985,-123.7835005,42.376999,-123.763,42.377998,-123.804001,,0,,,,,,,,10825,Briggs Creek,250.0,,0
5488,,582,aw_1509,Eagle Creek,Eagle ah 03,,Lower,III-IV(V),,,,223.0,3.7,60.1,,45.3332685,-122.3177445,45.325099,-122.289957,45.341438,-122.345532,,0,,,,,,,,1509,Eagle Creek,,,0
5489,,714,aw_11201,"Silver Creek, North Fork",Silver 0 North Fork,,Headwaters to Illinois River,IV-V(V+),,,,1580.0,9.7,162.7,,42.494445999999996,-123.834013,42.532192,-123.783549,42.4567,-123.884477,,0,,,,,,,,11201,"Silver Creek, North Fork",,,0
5490,,980,aw_4784,Minam,Minam z ,,Reds Wallowa Horse Ranch to Wallowa River,II+,,,,1061.0,23.6,44.9,,45.4843005,-117.67349999999999,45.346901,-117.625999,45.6217,-117.721001,,0,,,,,,,,4784,Minam,,,0
5491,,582,aw_10445,Fish Creek,Fish ae ,,FS 5440 to Clackamas,III+,Clackamas,,,683.9000244140625,6.2,109.80000305175781,,45.1174,-122.16499999999999,45.077402,-122.178007,45.157339,-122.152437,,0,,,,,,,,10445,Fish Creek,,,0
5492,,1073,aw_1568,NF of MF Willamette,Willamette 0a NF of MF 0,Continous,Miracle Mile through Gorge,IV-V,Columbia,,,544.5,5.16,105.5,213/1mi.reliable water,43.86315,-122.385998,43.88461641116008,-122.36709892708132,43.84157336370967,-122.40484056266548,,0,,400.0,Upper Willamette,Not Remote,forest/old growth,Oct-May,Wild and Scenic,1568,"Willamette, N. Fork of Middle Fork",250.0,,0
5493,,1046,aw_1535,Nehalem,Nehalem ab 04,Continous,Spruce Run to Nehalem Falls,III,Nehalem,,,253.1999969482422,15.3,16.5,,45.7379425,-123.71216150000001,45.812785,-123.612769,45.72502,-123.770869,,0,,4000.0,North Coast,Not Remote,forest,Nov-Apr,,1535,Nehalem,,1710,0
5494,,1073,aw_3195,Christy Creek,Christy Creek z ,,to Confluence with N. Fk. of Middle Fk. of Willamette,V,,,,1144.0,6.5,176.7,,43.900906500000005,-122.348412,43.921911,-122.311822,43.879902,-122.385002,,0,,,,,,,,3195,Christy Creek,,,0
5495,,1279,aw_5069,Rogue,Rogue ag 09,,Gold Hill,II,,,1069.2,178.7,18.3,9.8,,42.433499999999995,-123.181,42.43729014305319,-123.04201609647392,42.42946632537638,-123.31989673817264,,0,,,,,,,,5069,Rogue,,,0
5496,,704,aw_2870,Hood,Hood ag 09,Continous,Tucker to Marina,III,Columbia,,,356.1000061035156,6.1,58.70000076293945,,45.6808665,-121.5332595,45.651485,-121.559189,45.709935,-121.507431,,0,,1000.0,Lower Willamette,Not Very Remote,forest,Nov-Apr,,2870,Hood,,,0
5497,,704,aw_1515,Hood,Hood ag 08,Pool Drop Continous,Dee to Tucker,III-IV,Columbia,,,457.6000061035156,7.0,65.19999694824219,,45.620461,-121.593781,45.589024,-121.628375,45.651485,-121.559189,,0,,900.0,Lower Willamette,Somewhat Remote,forest/canyon/houses,Nov-Apr,,1515,Hood,,,0
5498,,,aw_5199,Little North Santiam,Santiam ad 02,,Gold Creek to Three Pools,III-IV(V),Willamette,,,367.2,3.99,92.0,Gorgeous gorges. old trees,44.84865,-122.2819975,44.85985276974859,-122.25503648194014,44.838686608458666,-122.31090580798448,,0,,,Middle Willamette,Somewhat Remote,forest,Nov-Apr,,5199,Little North Santiam,,,0
5499,,,aw_5201,Little North Santiam,Santiam ad 03,,Three Pools to Salmon Falls,IV-V,,,,239.3,3.67,65.2,,44.834998999999996,-122.34049999999999,44.838686608458666,-122.31090580798448,44.8316689447274,-122.36946924349338,,0,,,,,,,,5201,Little North Santiam,,,0
5500,,,aw_5200,Little North Santiam,Santiam ad 01,,Battle Axe Creek to Gold Creek,IV-V,,,,314.0,2.91,107.9,,44.8520505,-122.23049900000001,44.84553127167484,-122.20791953681565,44.85985276974859,-122.25503648194014,,0,,,,,,,,5200,Little North Santiam,,,0
5501,,1489,aw_10817,Opal Creek,Opal Creek z ,,Beachie Creek to Jawbone Flat on Little North Santiam,IV-V(V+),,,,183.0,0.9,213.8,,44.838465,-122.2043355,44.831197,-122.200226,44.845733,-122.208445,,0,,,,,,,,10817,Opal Creek,,,0
5502,,1947,aw_2708,WF of NF Wilson,Wilson ag 01,,Headwater to NF,II-IV+,Wilson,,,164.0,1.4,115.80000305175781,,45.6287005,-123.5474015,45.634968,-123.558178,45.623324,-123.542846,,0,,,,,,,,2708,Wilson,230.0,1710,0
5503,,,aw_3191,Salmon,Sandy b 02z Salmon 02,,Wilderness Trailhead to Arrah-Wanna Road,II+(III),,,,349.5,5.38,65.0,,45.308099999999996,-121.9570005,45.277699,-121.940002,45.338501,-121.973999,,0,,,,,,,,3191,Salmon,,,0
5504,,417,aw_10818,Grave Creek,Grave cs ,,Eastman Gulch to McCoy Creek Rd (Upper Grave),V,,,,710.0,3.6,197.3,,42.6403505,-123.274498,42.6474,-123.250999,42.633301,-123.297997,,0,,,,,,,,10818,Grave Creek,,,0
5505,,1947,aw_1520,Jordan Creek,Jordan Creek,,to Wilson,III+(IV),Wilson,,,813.5,8.0,102.0999984741211,,45.5497515,-123.538498,45.553474,-123.47605,45.547422,-123.603337,,0,,,,,,,,1520,Jordan Creek,160.0,1710,0
5506,,1700,aw_1558,Thomas Creek,Thomas a 01,,Falls to Log Bridge,III-IV,,,,303.1,3.99,76.0,,44.6927715,-122.53510299999999,44.68284515424123,-122.50250990911958,44.702562935702666,-122.56731748834432,,0,,,,,,,,1558,Thomas Creek,,,0
